check_in_date,check_out_date,currency,distance_from_center,min_price,name,rating,review_count,stars,url
2023-11-20,2023-11-21,CZK,1.9,3048.12,Royal Apartments Prague by Michal&Friends,9.1,86,3,https://www.booking.com/hotel/cz/royal-vineyards-apartments-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,450.0,4509.2,Allure Hotel Prague,9.6,1592,4,https://www.booking.com/hotel/cz/allure-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,150.0,3719.6,APTs in OLD TOWN PRAGUE by Michal&Friends,8.9,51,4,https://www.booking.com/hotel/cz/loft-on-old-town-square-4bedrooms-12people-netflix.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.6,2222.25,Rooftop Apartment no 22 - Center Art District Letná,8.3,166,3,https://www.booking.com/hotel/cz/flat-no-22-flora-rooftop-apartment-kristanova.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,4.5,2469.03,Between baroque and jungle 16' airport 8' downtown,9.0,6,3,https://www.booking.com/hotel/cz/between-baroque-and-jungle-16-airport-8-downtown.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,0.6,3144.92,Le Papillon de Bohème,9.7,42,3,https://www.booking.com/hotel/cz/bohemian-living.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.0,4166.11,Designer Loft 2,8.3,12,4,https://www.booking.com/hotel/cz/designer-loft-wenceslas-sq.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,0.8,2781.49,Kafka Apartment with bridge view,8.9,31,4,https://www.booking.com/hotel/cz/kafka-apartment-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,6.6,3430.91,Eliška,9.3,68,3,https://www.booking.com/hotel/cz/eliska-praha-9-vysocany.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,8.0,5415.94,Skyhotel Prague,8.5,1959,4,https://www.booking.com/hotel/cz/skyhotel-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,9.8,1584.59,Pension FOX,7.9,944,3,https://www.booking.com/hotel/cz/pension-fox-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,8.8,3087.82,G support apartment,9.4,53,3,https://www.booking.com/hotel/cz/g-support-apartment.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.7,2145.3,Rezidence Rumunská,8.2,94,3,https://www.booking.com/hotel/cz/rezidence-rumunska.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,2.5,2557.99,Prague Luxury Apartments Parking by Michal&Friends,9.2,95,4,https://www.booking.com/hotel/cz/prague-luxury-apartment-4th-floor.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,5.5,2803.05,APT with sunny garden Prague by Michal&Friends,8.9,591,3,https://www.booking.com/hotel/cz/apartment-with-sunny-garden-prague-nad-mazankou-a0.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,10.3,2073.25,Apartman Praha,8.5,27,5,https://www.booking.com/hotel/cz/apartman-praha-prague1.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.2,2803.05,Prague APT near Charles Bridge by Michal&Friends,9.1,157,4,https://www.booking.com/hotel/cz/prague-kampa-apartment.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.3,2925.59,Historic Centre Prague Apartments by Michal&Friends,8.6,340,4,https://www.booking.com/hotel/cz/historic-centre-prague-apartment.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,6.1,2430.31,Big Apartment 291 - Rezidence Eliska Prague 9,8.4,140,4,https://www.booking.com/hotel/cz/aparment-rezidence-eliska-freyova-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.0,4193.8,Designer Loft 2,8.3,12,4,https://www.booking.com/hotel/cz/designer-loft-wenceslas-sq.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.0,4193.8,Designer Loft 2,8.3,12,4,https://www.booking.com/hotel/cz/designer-loft-wenceslas-sq.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,0.8,2796.19,Kafka Apartment with bridge view,8.9,31,4,https://www.booking.com/hotel/cz/kafka-apartment-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,2.2,2328.12,Hotel Prokop Square,8.9,888,4,https://www.booking.com/hotel/cz/prokop-boutique-praha-3.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,6.6,3456.64,Eliška,9.3,68,3,https://www.booking.com/hotel/cz/eliska-praha-9-vysocany.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,9.8,1584.59,Pension FOX,7.9,944,3,https://www.booking.com/hotel/cz/pension-fox-prague.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,8.8,3111.1,G support apartment,9.4,53,3,https://www.booking.com/hotel/cz/g-support-apartment.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,2.1,2418.21,Cosy Apartment Under the Tower,8.4,36,3,https://www.booking.com/hotel/cz/cosy-apartment-under-the-tower.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
2023-11-20,2023-11-21,CZK,1.7,2132.07,Rezidence Rumunská,8.2,94,3,https://www.booking.com/hotel/cz/rezidence-rumunska.cs.html?aid=397594&label=gog235jc-1BCAEoggI46AdIM1gDaDqIAQGYAQW4AQfIAQzYAQHoAQGIAgGoAgO4ArOak6oGwAIB0gIkY2M5MGNmZTYtNzM0Mi00OGY1LTlkZTgtYjA1ZTRiM2JkZGEx2AIF4AIB&sid=c0b14234663a36fc66ae8b417d55092c&all_sr_blocks=7726221_348186498_2_1_0;dest_id=-553173;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=52;highlighted_blocks=7726221_348186498_2_1_0;hpos=2;matching_block_id=7726221_348186498_2_1_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=7726221_348186498_2_1_0__9000;srepoch=1700172776;srpvid=d4b2952c16e7007d;type=total;ucfs=1&#hotelTmpl
